"","Date","Year","Month","Day","Total_Rain","Total_Snow","Total_Precip","outbreak","Salinity","Temperature","PAR","WSPD","GSPD","V_east","V_north","WDIR"
"1422",2006-11-22,"2006","11",22,13.68,0,13.68,0,27.43,8.9,1.89799532431161,7.98,9.57,5.24,-4.68,131.77
"1423",2006-11-23,"2006","11",23,6.44,0,6.44,0,27.43,8.4,2.08074078906396,5.42,6.73,2.97,-2.27,127.39
"1424",2006-11-24,"2006","11",24,0.41,0.12,0.54,0,26.8,7.93,6.98968731418369,3.64,4.72,-0.82,1.08,-37.21
"1425",2006-11-25,"2006","11",25,5.17,7.31,12.49,0,27.5,8,3.45415837824813,6.14,7.82,-1,2.48,-21.96
"1426",2006-11-26,"2006","11",26,0.74,11.29,12.03,0,28.05,7.65,2.88903576659718,8.12,9.9,2.12,2.52,40.07
"1427",2006-11-27,"2006","11",27,0,3.05,3.05,0,26.93,6.9,6.38873748804197,7.97,10.31,-3.77,3.55,-46.72
"1428",2006-11-28,"2006","11",28,0,1.34,1.34,0,27.27,5.77,7.13280744983264,5.78,7.76,-1.55,1.83,-40.26
"1429",2006-11-29,"2006","11",29,0.5,17.2,17.7,0,27.23,5.67,0.373022848906005,7.08,9.1,4.76,-2.9,121.35
"1430",2006-11-30,"2006","11",30,0,0,0,0,28.8,7.5,4.91505094819025,5.07,6.32,3.74,0.26,86.02
"1431",2006-12-01,"2006","12",1,0,0,0,0,28.5,7.6,6.83852637097949,3.08,3.94,-0.5,1.76,-15.86
"1432",2006-12-02,"2006","12",2,0.55,0,0.55,0,27.27,7.1,5.20869646119444,1.93,2.93,1.02,-0.88,130.79
"1433",2006-12-03,"2006","12",3,3.65,0,3.65,0,28.3,7.65,3.6442672603243,2.01,2.86,0.9,0.26,73.89
"1434",2006-12-04,"2006","12",4,1.99,0,1.99,0,28.75,8.05,2.78234622932912,6.24,7.65,5.16,-2.32,114.21
"1435",2006-12-05,"2006","12",5,5.14,0,5.14,0,27.8,7.83,2.37781617435671,4.72,5.69,3.44,-0.9,104.66
"1436",2006-12-06,"2006","12",6,0.03,0,0.03,0,27.77,7.83,5.84814372032336,2.64,3.28,2.16,-0.47,102.28
"1437",2006-12-07,"2006","12",7,3.16,0,3.16,0,27.7,7.97,1.81283895777244,3.92,4.86,2.59,-2.01,127.81
"1438",2006-12-08,"2006","12",8,3.15,0,3.15,0,27.67,7.93,2.20660371490629,4.42,5.59,2.88,-2.24,127.87
"1439",2006-12-09,"2006","12",9,4.54,0,4.54,0,28.75,7.8,1.35218398930965,3.02,4,1.47,-0.84,119.74
"1440",2006-12-10,"2006","12",10,17.11,0,17.11,0,27.33,7.97,2.91418600544847,5.31,6.5,4.11,-2.16,117.72
"1441",2006-12-11,"2006","12",11,23.99,0,23.99,0,27.05,8.25,0.725625628365932,12.64,15.29,11.47,-5.03,113.68
"1442",2006-12-12,"2006","12",12,31.69,0,31.69,0,27.7,8.5,4.16069146763337,6.44,8.07,3.44,-4.47,142.42
"1443",2006-12-13,"2006","12",13,4.44,0,4.44,0,27.87,8.47,5.28962688737047,10.08,12.72,6.42,-5.62,131.2
"1444",2006-12-14,"2006","12",14,30.08,3.01,33.09,0,28.23,8.2,0.709819715774783,5.15,6.65,3.59,-1.69,115.21
"1445",2006-12-15,"2006","12",15,0.82,1.25,2.08,0,27.27,7.63,7.3763616429863,8.79,10.91,-3.79,3.68,-45.84
"1446",2006-12-16,"2006","12",16,1.8,0.75,2.55,0,29.05,8.25,3.03062298872304,6.56,7.97,5.47,-1.36,103.96
"1447",2006-12-17,"2006","12",17,0.91,0,0.91,0,28.4,7.2,5.11213436942352,3.92,4.98,-1.07,0.49,-65.39
"1448",2006-12-18,"2006","12",18,10.65,0,10.65,0,27.2,7.77,1.89858864745801,10.21,12.5,9.33,-3.77,112
"1449",2006-12-19,"2006","12",19,8.1,0.38,8.47,0,27.4,7.6,2.16478580971664,9.3,11.28,8.17,-4.04,116.31
"1450",2006-12-20,"2006","12",20,25.23,0,25.23,0,27.57,7.77,0.665239451707978,10.4,12.62,9.11,-4.46,116.09
"1451",2006-12-21,"2006","12",21,4.1,0,4.1,0,28.07,8.2,2.34585005577405,9.57,12.02,6.52,-5.6,130.66
"1452",2006-12-22,"2006","12",22,12.4,0.17,12.57,0,27.7,7.8,1.36827057379846,5.08,6.26,2.81,-2.05,126.11
"1453",2006-12-23,"2006","12",23,0.94,0,0.94,0,27.77,8.03,5.14418599934954,7.39,9.32,6.14,-3.17,117.31
"1454",2006-12-24,"2006","12",24,26.71,0,26.71,0,29.45,8.3,0.192699979359984,9.1,11.2,7.78,-4.03,117.38
"1455",2006-12-25,"2006","12",25,8.14,0,8.14,0,29.55,8.2,4.85853519621171,6.99,8.69,4.42,-4.87,137.77
"1456",2006-12-26,"2006","12",26,0.99,0,0.99,0,28.57,7.87,2.88896914628234,5.07,6.22,-0.23,0.3,-37.48
"1457",2006-12-27,"2006","12",27,0,0,0,0,27.03,7.6,8.29934772082738,11.5,13.75,-8.73,7.35,-49.91
"1458",2006-12-28,"2006","12",28,0,0,0,0,27.3,7.13,5.39546609776361,4.54,5.71,-1,1.12,-41.76
"1459",2006-12-29,"2006","12",29,1.44,0,1.44,0,26.77,6.77,2.1856840650889,7.22,8.84,5.74,-3.72,122.95
"1460",2006-12-30,"2006","12",30,1.2,0,1.2,0,27.4,7.13,3.96468150126871,6.32,7.59,5.63,-2.13,110.72
"1461",2006-12-31,"2006","12",31,4.3,0,4.3,0,28.85,7.45,4.39741049691292,7.2,8.65,5.77,-4.29,126.63
"1462",2007-01-01,"2007","1",1,48.35,0,48.35,0,29.6,8.2,1.17902809983789,10.99,13.52,9.91,-4.24,113.16
"1463",2007-01-02,"2007","1",2,17.77,0,17.77,0,26.93,8.27,6.39633531329375,10.13,12.41,7.57,-4.92,123.02
"1464",2007-01-03,"2007","1",3,1.8,0,1.8,0,26.57,8.2,4.28223723067265,3.57,4.57,1.67,-1.38,129.57
"1465",2007-01-04,"2007","1",4,0.73,0,0.73,0,27.63,7.8,8.02358451001931,5.1,6.53,-3.16,1.98,-57.93
"1466",2007-01-05,"2007","1",5,17.12,0,17.12,0,27.2,7.03,0.774759438064398,10.32,12.58,5.29,-2.14,112.03
"1467",2007-01-06,"2007","1",6,17.24,0,17.24,0,27.23,7.2,4.76572518460257,7.69,9.57,-1.59,1.41,-48.43
"1468",2007-01-07,"2007","1",7,5.06,0,5.06,0,26.6,6.75,4.80298752001154,9.59,11.96,6.73,-2.57,110.9
"1469",2007-01-08,"2007","1",8,10.5,0,10.5,0,26.3,6.95,1.28306251807319,6.74,8.2,-0.12,1.54,-4.46
"1470",2007-01-09,"2007","1",9,15.75,2.26,18.01,0,25.35,7.25,0.376945102971698,12.04,14.73,7.06,-4.53,122.69
"1471",2007-01-10,"2007","1",10,0.52,5.42,5.95,0,25.7,6.6,7.39442506502932,7.22,9.19,-4.22,4.16,-45.41
"1472",2007-01-11,"2007","1",11,0,0,0,0,26.03,6.23,9.84473679877208,6.64,8.58,-4.16,3.32,-51.41
"1473",2007-01-12,"2007","1",12,0,0,0,0,26.17,6.13,8.856464500539,3.67,4.97,0,0.28,0
"1474",2007-01-13,"2007","1",13,0,0,0,0,25.93,5.83,4.70915533366956,2.13,3.35,0.98,-0.27,105.4
"1475",2007-01-14,"2007","1",14,0,0,0,0,26.7,6.33,5.49476408205616,2.16,3.28,1.11,-0.2,100.21
"1476",2007-01-15,"2007","1",15,0.86,1,1.86,0,27.07,6.27,3.15595154268692,4.13,5.32,2.57,-2.74,136.83
"1477",2007-01-16,"2007","1",16,0.25,0.49,0.74,0,27.1,6.73,3.32957324565552,6.2,7.68,4.44,-2.96,123.69
"1478",2007-01-17,"2007","1",17,13.38,0.03,13.4,0,27.23,6.5,3.28618297345544,2.77,3.64,1,0.26,75.43
"1479",2007-01-18,"2007","1",18,10.81,0,10.81,0,27.3,6.83,1.81153868846693,9.93,11.67,9.57,-2.34,103.74
"1480",2007-01-19,"2007","1",19,4.45,0,4.45,0,27.23,7,1.75076358496369,8.62,10.54,7.87,-2.73,109.13
"1481",2007-01-20,"2007","1",20,2.94,0,2.94,0,28.2,7,11.1399727006438,4.1,5,0.52,-0.02,92.2
"1482",2007-01-21,"2007","1",21,8.65,0,8.65,0,28.55,7.05,2.75377137490904,7.24,8.81,6.74,-1.87,105.51
"1483",2007-01-22,"2007","1",22,13.59,0,13.59,0,27.63,7.27,2.56238876855093,9.22,11.21,8.57,-2.87,108.52
"1484",2007-01-23,"2007","1",23,2.94,0,2.94,0,27.73,7.33,2.99805553741168,8.09,9.68,7.7,-2.07,105.05
"1485",2007-01-24,"2007","1",24,0.41,0,0.41,0,27.63,7.5,9.47112684399279,5.69,6.78,4.7,-2.44,117.44
"1486",2007-01-25,"2007","1",25,0.7,0,0.7,0,27.37,7.43,4.84929460656674,4.13,5.01,2.54,-1.15,114.36
"1487",2007-01-26,"2007","1",26,0,0,0,0,27.07,6.9,10.8921905737075,5.84,7.02,-4.97,2.78,-60.78
"1488",2007-01-27,"2007","1",27,0,0,0,0,24.57,5.73,11.5999321236698,3.71,4.68,-2.64,2.15,-50.84
"1489",2007-01-28,"2007","1",28,0,0,0,0,25.6,6.37,9.58885939065221,2.4,3.46,-1.78,1.14,-57.36
"1490",2007-01-29,"2007","1",29,0,0,0,0,24.77,5.87,8.17906654596951,2.06,3.1,-1.07,0.92,-49.31
"1491",2007-01-30,"2007","1",30,0,0,0,0,26.7,6.1,10.8790576982249,3.59,4.73,-2.19,2.06,-46.75
"1492",2007-01-31,"2007","1",31,0,0,0,0,27.3,6.67,9.92067016277769,2.61,3.76,-2.05,1.22,-59.24
"1493",2007-02-01,"2007","2",1,0,0,0,1,26.67,6.5,12.7536400547178,2.58,3.58,-1.79,1.23,-55.51
"1494",2007-02-02,"2007","2",2,0.45,0,0.45,1,26.93,6.5,11.7607044671711,2.1,3.04,-0.93,0.66,-54.64
"1495",2007-02-03,"2007","2",3,7.41,0,7.41,1,26.97,6.33,1.55142883046677,3.11,4,2.42,-0.9,110.4
"1496",2007-02-04,"2007","2",4,5.05,0,5.05,1,27.13,6.8,1.26888972770481,3.67,4.46,3.14,-0.85,105.15
"1497",2007-02-05,"2007","2",5,0.56,0,0.56,1,27.13,6.9,7.68973283717374,2.65,3.16,-1.75,1.57,-48.1
"1498",2007-02-06,"2007","2",6,3.5,0,3.5,1,27.1,6.93,3.43813629120744,2.75,3.46,0.82,-0.01,90.7
"1499",2007-02-07,"2007","2",7,10.03,0,10.03,1,27.1,7.3,1.83634975893383,2.3,2.83,1.35,-0.23,99.67
"1500",2007-02-08,"2007","2",8,1.3,0,1.3,1,27.23,7.37,10.4263658861476,3.3,4.04,2.24,-1.71,127.36
"1501",2007-02-09,"2007","2",9,7.3,0,7.3,1,27.33,7.23,3.82394747116179,3.08,3.88,1.67,0.16,84.53
"1502",2007-02-10,"2007","2",10,3.38,0,3.38,1,27.23,7.2,12.899629430865,4.02,4.97,2.16,-0.72,108.43
"1503",2007-02-11,"2007","2",11,2.85,0,2.85,1,26.8,7.3,8.63208317787778,3.76,4.58,0.98,0.09,84.75
"1504",2007-02-12,"2007","2",12,2.7,0,2.7,1,27.33,7.53,9.84779150862443,7.62,9.21,6.8,-3.11,114.58
"1505",2007-02-13,"2007","2",13,0.3,0,0.3,1,27.47,7.77,12.6800413729317,2.5,3.03,1.15,-0.33,106.01
"1506",2007-02-14,"2007","2",14,14.57,0,14.57,1,27.43,7.73,3.95559101646885,7.66,9.2,7.01,-2.8,111.77
"1507",2007-02-15,"2007","2",15,2.54,0,2.54,1,27.73,7.9,13.0445008038854,7.24,8.8,6.3,-2.1,108.43
"1508",2007-02-16,"2007","2",16,2.28,0,2.28,1,27.63,7.87,6.5271276199504,3.46,4.48,-0.03,0.44,-3.9
"1509",2007-02-17,"2007","2",17,5.88,0,5.88,1,27.93,7.73,6.77859618542082,7.78,9.49,6.72,-3.44,117.11
"1510",2007-02-18,"2007","2",18,0.75,0,0.75,1,28,7.9,17.4429441821513,3.82,5.12,0.77,-2.83,164.78
"1511",2007-02-19,"2007","2",19,2.48,0,2.48,1,28.07,7.73,1.44066666911963,7.34,8.89,5.43,-2.22,112.24
"1512",2007-02-20,"2007","2",20,3.95,0,3.95,1,28,7.67,7.83807831538188,4.88,6.36,-0.05,-2.46,-178.84
"1513",2007-02-21,"2007","2",21,4.1,0,4.1,1,27.97,7.5,7.06186126439195,8.07,9.82,4.96,-5.19,136.3
"1514",2007-02-22,"2007","2",22,1.96,0,1.96,1,27.97,7.53,16.6471850111729,8.25,10.21,7.04,-3.26,114.85
"1515",2007-02-23,"2007","2",23,1.81,0.3,2.11,1,28,7.5,20.0252863222188,4.27,5.45,2.43,-1.52,122.03
"1516",2007-02-24,"2007","2",24,11.78,0.94,12.71,1,28.13,7.5,3.78560464671635,8.93,10.83,7.81,-3.31,112.97
"1517",2007-02-25,"2007","2",25,5.01,0,5.01,1,28.07,7.6,7.15559947396827,9.92,12.02,9.5,-2.38,104.06
"1518",2007-02-26,"2007","2",26,0.72,0,0.72,1,27.97,7.8,10.4735521616424,9.32,11.2,8.25,-3.9,115.3
"1519",2007-02-27,"2007","2",27,0.79,0.42,1.21,1,27.5,7.87,17.2283794213835,3.39,4.18,0.72,0.38,62.18
"1520",2007-02-28,"2007","2",28,0.05,2.09,2.14,1,26.3,7.37,21.1783568563436,5.06,6.38,-3.28,3.05,-47.08
"1521",2007-03-01,"2007","3",1,1.97,0.35,2.32,0,27.33,7.3,22.9297246795674,4.9,6.34,-2.59,2.04,-51.77
"1522",2007-03-02,"2007","3",2,7.81,0.39,8.2,0,27.23,7.43,6.53692262891739,6.96,8.62,6.55,-1.81,105.45
"1523",2007-03-03,"2007","3",3,1.57,0,1.57,0,27.07,7.47,5.90244626718775,4.31,5.28,2.73,-0.22,94.61
"1524",2007-03-04,"2007","3",4,3.01,0,3.01,0,27.1,7.53,8.40455677252742,2.15,2.67,-0.66,1.01,-33.16
"1525",2007-03-05,"2007","3",5,2.24,0,2.24,0,27.3,7.63,9.26611965723511,4.72,5.68,3.95,-1.76,114.02
"1526",2007-03-06,"2007","3",6,9.15,0,9.15,0,27.33,7.6,6.19444855323971,6.38,7.53,4.76,-3.54,126.64
"1527",2007-03-07,"2007","3",7,3.69,0,3.69,0,27.6,8.13,24.0613025948603,5.52,6.88,3.79,-1.91,116.75
"1528",2007-03-08,"2007","3",8,11.76,0,11.76,0,27.53,7.57,11.8741807048209,9.47,11.63,5.42,-6.99,142.21
"1529",2007-03-09,"2007","3",9,3.53,0,3.53,0,27.6,7.77,12.4458878093926,10.74,13.19,9.12,-5.28,120.07
"1530",2007-03-10,"2007","3",10,20.09,0,20.09,0,27.7,7.7,5.56020010216162,8.14,9.83,7.26,-3.32,114.57
"1531",2007-03-11,"2007","3",11,23.11,0,23.11,0,28.85,8,5.90266246738888,8.97,10.71,8.12,-3.62,114.03
"1532",2007-03-12,"2007","3",12,0.03,0,0.03,0,27.7,7.73,28.1887964716779,6.86,8.57,-0.07,1.02,-3.93
"1533",2007-03-13,"2007","3",13,1,0,1,0,27.6,7.8,17.9798795907829,4.97,6.11,1.53,-2.2,145.18
"1534",2007-03-14,"2007","3",14,1.8,0,1.8,0,27.03,7.7,31.2011031979338,5.42,6.64,-2.52,0.42,-80.54
"1535",2007-03-15,"2007","3",15,10.07,0,10.07,0,26.57,7.67,10.4626375483716,3.42,4.3,2.08,-1.19,119.77
"1536",2007-03-16,"2007","3",16,1.67,0,1.67,0,27.1,7.7,7.44464193809748,8.37,10.06,7.72,-2.84,110.2
"1537",2007-03-17,"2007","3",17,3.73,0,3.73,0,28.35,8.3,6.95135229997162,7.12,8.62,6.22,-3.15,116.86
"1538",2007-03-18,"2007","3",18,3.77,0,3.77,0,27.3,8.2,14.8722414278418,3.58,4.36,1.14,-0.06,93.01
"1539",2007-03-19,"2007","3",19,4.66,0,4.66,0,28.1,8.67,23.8077152362045,6.85,8.38,5.24,-4,127.36
"1540",2007-03-20,"2007","3",20,0.95,0,0.95,0,27.03,8.2,28.9932936966104,7.78,9.48,-1.65,1.78,-42.83
"1541",2007-03-21,"2007","3",21,5.59,0,5.59,0,27.23,7.9,8.80838722618003,6.52,7.91,2.55,-0.42,99.35
"1542",2007-03-22,"2007","3",22,4.76,0,4.76,0,27.6,8.13,9.03772880717328,9.48,11.3,9.25,-1.79,100.95
"1543",2007-03-23,"2007","3",23,7.89,0,7.89,0,27.7,8.03,8.56171257388938,9.81,11.88,9.23,-2.85,107.16
"1544",2007-03-24,"2007","3",24,1.7,0,1.7,0,28.07,8.13,20.3667740997054,8.07,9.8,6.58,-4.25,122.86
"1545",2007-03-25,"2007","3",25,0.19,0,0.19,0,26.93,7.9,28.2337366865063,3.28,4.11,1.2,-0.22,100.39
"1546",2007-03-26,"2007","3",26,0,0,0,0,26.53,8,29.1922274261635,4.67,5.79,3.02,-1.88,121.9
"1547",2007-03-27,"2007","3",27,0,0,0,0,25.6,7.9,36.8362255999916,9.56,11.48,-6.98,5.93,-49.65
"1548",2007-03-28,"2007","3",28,0,0,0,0,26.03,8.43,17.0209268080561,5.58,6.72,0.8,-0.6,126.87
"1549",2007-03-29,"2007","3",29,0,0,0,0,26.93,8.5,24.1759812900713,6.11,7.28,5.08,-2.94,120.06
"1550",2007-03-30,"2007","3",30,0.74,0,0.74,0,26.67,8.53,16.2648692419654,4.59,5.6,0.58,-0.26,114.15
"1551",2007-03-31,"2007","3",31,0,0,0,0,26.9,8.6,39.3435442460145,7.64,9.07,-5.67,4.36,-52.44
"1552",2007-04-01,"2007","4",1,1.37,0,1.37,1,27.25,9.3,22.5269898622042,5.7,7.09,-3.68,2.8,-52.73
"1553",2007-04-02,"2007","4",2,0,0,0,1,26.73,8.63,40.4117041726907,5.38,6.85,-3.46,2.58,-53.29
"1554",2007-04-03,"2007","4",3,0,0,0,1,27.47,8.87,40.6937239368757,3.62,4.6,1.66,-0.48,106.13
"1555",2007-04-04,"2007","4",4,0.9,0,0.9,1,27.5,8.4,18.8999274196274,2.74,3.4,-1.12,0.7,-57.99
"1556",2007-04-05,"2007","4",5,0.27,0,0.27,1,27.3,8.47,14.352250977764,1.66,2.13,0.41,0.72,29.66
"1557",2007-04-06,"2007","4",6,0.57,0,0.57,1,26.93,8.87,27.0762151608004,2.32,2.83,-1.73,1.06,-58.5
"1558",2007-04-07,"2007","4",7,2.95,0,2.95,1,26.77,9.23,9.77972099572341,2.09,2.62,-1.36,0.44,-72.07
"1559",2007-04-08,"2007","4",8,14.29,0,14.29,1,27,8.9,10.3605872733699,5.25,6.28,4.13,-2.91,125.17
"1560",2007-04-09,"2007","4",9,0.58,0,0.58,1,26.87,8.83,23.7541022450121,4.85,6.14,2.92,-1.38,115.3
"1561",2007-04-10,"2007","4",10,0.28,0,0.28,1,27.77,8.37,31.907945953349,3.5,4.44,-1.25,0.92,-53.65
"1562",2007-04-11,"2007","4",11,0.54,0,0.54,1,27.67,8.6,36.3085232478209,4.3,5.18,1.69,-0.92,118.56
"1563",2007-04-12,"2007","4",12,4.49,0,4.49,1,27.6,8.93,25.100682982083,5.02,6.27,0.79,-0.44,119.12
"1564",2007-04-13,"2007","4",13,17.94,0,17.94,1,27.2,8.85,10.9854446318761,10.49,12.82,9.4,-3.88,112.43
"1565",2007-04-14,"2007","4",14,1.19,0,1.19,1,27.77,9.07,28.7087605077764,6.52,8.27,3.89,-1.75,114.22
"1566",2007-04-15,"2007","4",15,3.49,0,3.49,1,28.95,9.65,36.811076386265,3.63,4.62,-1.36,1.13,-50.28
"1567",2007-04-16,"2007","4",16,8.11,0,8.11,1,28.03,8.63,14.0176382635769,7.47,9.13,6.58,-2.59,111.49
"1568",2007-04-17,"2007","4",17,3.11,0,3.11,1,27.83,8.87,34.857268554286,5.46,6.54,4,-3.17,128.4
"1569",2007-04-18,"2007","4",18,0.71,0,0.71,1,27.73,9.23,46.7494644045206,3.43,4.2,-1.43,2.34,-31.43
"1570",2007-04-19,"2007","4",19,0.28,0,0.28,1,27.53,9.3,45.6552343669691,2.28,2.97,-0.27,0.73,-20.3
"1571",2007-04-20,"2007","4",20,0.56,0,0.56,1,26.13,8.9,43.5777929811653,2.95,3.65,-0.7,0.77,-42.27
"1572",2007-04-21,"2007","4",21,2.81,0,2.81,1,27.23,9.5,23.3806765179885,2.76,3.5,1.74,-0.98,119.39
"1573",2007-04-22,"2007","4",22,1.65,0,1.65,1,27.75,9.85,37.1781516869863,4.18,5.03,3.51,-1.63,114.91
"1574",2007-04-23,"2007","4",23,3.8,0,3.8,1,27.2,9.33,31.6319507990832,3.56,4.47,2.06,-1.46,125.33
"1575",2007-04-24,"2007","4",24,2.61,0,2.61,1,26.97,9.6,36.3996918282372,6.25,7.62,5.2,-1.69,108
"1576",2007-04-25,"2007","4",25,1.3,0,1.3,1,27.03,9.4,25.107955116252,5.88,7.11,4.15,-2.01,115.84
"1577",2007-04-26,"2007","4",26,4.86,0,4.86,1,27.07,9.57,17.8909563656253,9.63,11.57,8.44,-4.32,117.11
"1578",2007-04-27,"2007","4",27,5.73,0,5.73,1,27,9.8,27.8252469607049,6.7,8.04,5.5,-3.43,121.95
"1579",2007-04-28,"2007","4",28,0.06,0,0.06,1,26.9,11.55,49.9080430792753,4.87,5.93,-3.1,1.25,-68.04
"1580",2007-04-29,"2007","4",29,0,0,0,1,26.45,12,51.8094754094229,4.6,5.58,-3.06,2.54,-50.31
"1581",2007-04-30,"2007","4",30,0,0,0,1,25.87,10.9,47.5345135237041,3.15,3.81,0.32,-0.48,146.31
"1582",2007-05-01,"2007","5",1,2.04,0,2.04,0,26.6,10.7,36.3758894176934,6.98,8.36,5.36,-4.32,128.87
"1583",2007-05-02,"2007","5",2,2.37,0,2.37,0,26.7,10.77,29.9638861548838,5.06,6.23,4.08,-1.9,114.97
"1584",2007-05-03,"2007","5",3,4.92,0,4.92,0,27,10.3,38.7273438240352,6.64,8.02,5.65,-2.53,114.12
"1585",2007-05-04,"2007","5",4,1.77,0,1.77,0,27.27,11.13,52.1030538207606,4.45,5.31,-2.86,1.73,-58.83
"1586",2007-05-05,"2007","5",5,0.9,0,0.9,0,28.55,10.8,28.5824372780885,4.06,5.04,-0.96,-0.02,-91.19
"1587",2007-05-06,"2007","5",6,1.07,0,1.07,0,26.93,10.5,14.282747099356,6.53,7.78,5.88,-2.03,109.05
"1588",2007-05-07,"2007","5",7,0,0,0,0,26.97,10,44.8115223102016,6.25,7.25,5.72,-2.23,111.3
"1589",2007-05-08,"2007","5",8,1.19,0,1.19,0,27.3,10.67,25.4227295197214,6.1,7.2,1.66,-0.88,117.93
"1590",2007-05-09,"2007","5",9,0,0,0,0,26.6,11,55.7392118759356,7.05,8.39,-5.38,4.1,-52.69
"1591",2007-05-10,"2007","5",10,0,0,0,0,26.9,11.67,56.1569614912334,5.12,5.96,-4.16,2.78,-56.25
"1592",2007-05-11,"2007","5",11,0,0,0,0,27.7,12.47,54.5659933264511,1.64,2.14,-0.78,0.36,-65.22
"1593",2007-05-12,"2007","5",12,0,0,0,0,27.13,12.5,55.2667006638946,7.76,9.13,-6.62,3.68,-60.93
"1594",2007-05-13,"2007","5",13,0,0,0,0,27.4,12.9,46.0011153734262,4.08,5.08,-1.62,0.84,-62.59
"1595",2007-05-14,"2007","5",14,0,0,0,0,26,13.2,53.6508737629511,3.07,3.62,-0.28,-0.74,-159.27
"1596",2007-05-15,"2007","5",15,0,0,0,0,26.33,14.03,54.1990879489368,2.02,2.41,-0.74,0.42,-60.42
"1597",2007-05-16,"2007","5",16,0,0,0,0,26.73,13,53.9971700633107,6.73,8.03,5.01,-4.4,131.29
"1598",2007-05-17,"2007","5",17,0.71,0,0.71,0,26.6,13.1,54.714921197342,3.18,3.81,1.92,-1.98,135.88
"1599",2007-05-18,"2007","5",18,3.86,0,3.86,0,26.97,12.47,21.4553146236821,2.82,3.4,0.99,-0.9,132.27
"1600",2007-05-19,"2007","5",19,6.34,0,6.34,0,27.65,11.65,30.7561135304569,5,6.07,3.07,-2.99,134.24
"1601",2007-05-20,"2007","5",20,4.35,0,4.35,0,28.05,10.85,31.6009297881363,6.33,7.64,3.14,-4.52,145.21
"1602",2007-05-21,"2007","5",21,0.14,0,0.14,0,27.07,11.73,55.5824222716879,3.78,4.54,0.13,-1.49,175.01
"1603",2007-05-22,"2007","5",22,0,0,0,0,27.13,11.97,59.3106018326727,2.23,2.93,1.42,-0.83,120.31
"1604",2007-05-23,"2007","5",23,0,0,0,0,27.1,12.2,36.6108843936069,2.89,3.47,1.88,-1.54,129.32
"1605",2007-05-24,"2007","5",24,0,0,0,0,27.37,13.37,59.8761692691159,2.28,2.79,-1.02,0.18,-79.99
"1606",2007-05-25,"2007","5",25,0,0,0,0,25.8,13.93,39.5964965269634,3.59,4.31,2.23,-1.87,129.98
"1607",2007-05-26,"2007","5",26,0.42,0,0.42,0,23.55,15.9,33.3497368845101,3.66,4.4,0.6,-0.25,112.62
"1608",2007-05-27,"2007","5",27,0,0,0,0,23.7,14.63,52.4361680944761,6.63,7.98,-5.07,3.23,-57.5
"1609",2007-05-28,"2007","5",28,0,0,0,0,23.97,14.87,60.3068120060317,4.57,5.58,-1.23,1.23,-45
"1610",2007-05-29,"2007","5",29,0,0,0,0,24.67,15.3,60.1574333350696,1.74,2.16,0.42,0.01,88.64
"1611",2007-05-30,"2007","5",30,0,0,0,0,24.9,16.4,58.3052223569835,2.19,2.7,-1.76,1.03,-59.66
"1612",2007-05-31,"2007","5",31,0,0,0,0,24.77,17.13,60.9587003152201,2.37,3.08,-1.18,1.15,-45.74
"1613",2007-06-01,"2007","6",1,0,0,0,0,25.5,16.87,59.4483652564244,2.1,2.63,-0.69,0.31,-65.81
"1614",2007-06-02,"2007","6",2,0,0,0,0,25.47,17.63,57.798139030055,2.36,2.87,-1.05,0.51,-64.09
"1615",2007-06-03,"2007","6",3,0.1,0,0.1,0,25.73,17.4,60.0800752341747,2.29,2.87,0.34,-0.5,145.78
"1616",2007-06-04,"2007","6",4,2.11,0,2.11,0,26.03,16.17,20.5121815634147,5.72,6.89,4.22,-3.48,129.51
"1617",2007-06-05,"2007","6",5,5.16,0,5.16,0,26.05,16.8,33.3776396211071,4.46,5.61,0.33,-1.02,162.07
"1618",2007-06-06,"2007","6",6,8.23,0,8.23,0,25.7,15.25,22.1605231192481,6.4,7.97,-4.5,4.09,-47.73
"1619",2007-06-07,"2007","6",7,0.37,0,0.37,0,23.95,14.35,50.6532124551718,3.05,4,-1.27,-0.08,-93.6
"1620",2007-06-08,"2007","6",8,3.35,0,3.35,0,24.25,14.5,41.659942136349,3.34,4.11,1.84,-2.24,140.6
"1621",2007-06-09,"2007","6",9,6.54,0,6.54,0,24.65,14.8,NA,6.01,7.13,4.79,-3.27,124.32
"1622",2007-06-10,"2007","6",10,0.08,0,0.08,0,23.93,14.23,47.8844803404997,7.49,8.91,4.9,-3.87,128.3
"1623",2007-06-11,"2007","6",11,1.27,0,1.27,0,25.4,13.07,47.3564193029729,6.34,7.57,3.38,-2.86,130.24
"1624",2007-06-12,"2007","6",12,0.49,0,0.49,0,24.17,13.47,37.3281310617452,3.83,4.57,2.5,0.16,86.34
"1625",2007-06-13,"2007","6",13,0.17,0,0.17,0,24.03,13.97,40.5399708798591,6.21,7.4,4.81,-3.6,126.81
"1626",2007-06-14,"2007","6",14,1.3,0,1.3,0,23.73,14.4,56.9373080518233,3.34,4.31,1.26,-0.78,121.76
"1627",2007-06-15,"2007","6",15,5.82,0,5.82,0,22.77,14.9,50.0364762600804,2.66,3.33,-0.74,0.44,-59.26
"1628",2007-06-16,"2007","6",16,4.45,0,4.45,0,25.05,15.25,42.1716917971666,4.06,4.94,2.82,-2.61,132.79
